Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
-79.63,43.68,TORONTO INTL A,6158731,9/20/2019,2019,9,20,,24.9,,12.4,,18.7,,0,,0.7,,0,,0,,0,,,,15,,39,
-79.63,43.68,TORONTO INTL A,6158731,9/21/2019,2019,9,21,,26.9,,16.7,,21.8,,0,,3.8,,0,,0,,0,,,,17,,41,
-79.63,43.68,TORONTO INTL A,6158731,9/22/2019,2019,9,22,,31.3,,20.8,,26.1,,0,,8.1,,0,T,0,,0,T,,,20,,59,
-79.63,43.68,TORONTO INTL A,6158731,9/23/2019,2019,9,23,,25.2,,14.9,,20.1,,0,,2.1,,0.2,,0,,0.2,,,,30,,52,
-79.63,43.68,TORONTO INTL A,6158731,9/24/2019,2019,9,24,,21.9,,12.4,,17.2,,0.8,,0,,0,,0,,0,,,,33,,39,
-79.63,43.68,TORONTO INTL A,6158731,9/25/2019,2019,9,25,,27.2,,12.2,,19.7,,0,,1.7,,0,T,0,,0,T,,,19,,68,
-79.63,43.68,TORONTO INTL A,6158731,9/26/2019,2019,9,26,,22.8,,11,,16.9,,1.1,,0,,3.2,,0,,3.2,,,,28,,58,
-79.63,43.68,TORONTO INTL A,6158731,9/27/2019,2019,9,27,,22.7,,8.9,,15.8,,2.2,,0,,0,T,0,,0,T,,,16,,58,
-79.63,43.68,TORONTO INTL A,6158731,9/28/2019,2019,9,28,,20.7,,12,,16.4,,1.6,,0,,3,,0,,3,,,,33,,35,
-79.63,43.68,TORONTO INTL A,6158731,9/29/2019,2019,9,29,,14.2,,9.3,,11.8,,6.2,,0,,0,,0,,0,,,,7,,52,
-79.63,43.68,TORONTO INTL A,6158731,9/30/2019,2019,9,30,,17.9,,11.9,,14.9,,3.1,,0,,0,,0,,0,,,,9,,42,
-79.63,43.68,TORONTO INTL A,6158731,10/1/2019,2019,10,1,,31.8,,14.4,,23.1,,0,,5.1,,12,,0,,12,,,,30,,55,
-79.63,43.68,TORONTO INTL A,6158731,10/2/2019,2019,10,2,,19.4,,9.1,,14.3,,3.7,,0,,10.2,,0,,10.2,,,,7,,50,
-79.63,43.68,TORONTO INTL A,6158731,10/3/2019,2019,10,3,,12,,8.4,,10.2,,7.8,,0,,2.8,,0,,2.8,,,,8,,50,
-79.63,43.68,TORONTO INTL A,6158731,10/4/2019,2019,10,4,,11.5,,4.4,,8,,10,,0,,0,,0,,0,,,,4,,41,
-79.63,43.68,TORONTO INTL A,6158731,10/5/2019,2019,10,5,,13.2,,4.4,,8.8,,9.2,,0,,0,,0,,0,,,,8,,54,
-79.63,43.68,TORONTO INTL A,6158731,10/6/2019,2019,10,6,,20.9,,12.2,,16.6,,1.4,,0,,1.8,,0,,1.8,,,,19,,46,
-79.63,43.68,TORONTO INTL A,6158731,10/7/2019,2019,10,7,,17.9,,7.4,,12.7,,5.3,,0,,0,,0,,0,,,,28,,39,
-79.63,43.68,TORONTO INTL A,6158731,10/8/2019,2019,10,8,,17.6,,7,,12.3,,5.7,,0,,0,,0,,0,,,,15,,39,
-79.63,43.68,TORONTO INTL A,6158731,10/9/2019,2019,10,9,,17.5,,4.7,,11.1,,6.9,,0,,0,,0,,0,,,,8,,42,
-79.63,43.68,TORONTO INTL A,6158731,10/10/2019,2019,10,10,,16.8,,7.1,,12,,6,,0,,0,,0,,0,,,,7,,50,
-79.63,43.68,TORONTO INTL A,6158731,10/11/2019,2019,10,11,,19.5,,8.3,,13.9,,4.1,,0,,0,,0,,0,,,,9,,46,
-79.63,43.68,TORONTO INTL A,6158731,10/12/2019,2019,10,12,,15.6,,4.3,,10,,8,,0,,4.2,,0,,4.2,,,,27,,42,
-79.63,43.68,TORONTO INTL A,6158731,10/13/2019,2019,10,13,,16.8,,4.6,,10.7,,7.3,,0,,0,,0,,0,,,,16,,59,
-79.63,43.68,TORONTO INTL A,6158731,10/14/2019,2019,10,14,,12.4,,4.7,,8.6,,9.4,,0,,0,T,0,,0,T,,,29,,45,
-79.63,43.68,TORONTO INTL A,6158731,10/15/2019,2019,10,15,,14.5,,2.6,,8.6,,9.4,,0,,0,,0,,0,,,,16,,45,
-79.63,43.68,TORONTO INTL A,6158731,10/16/2019,2019,10,16,,13.7,,6.3,,10,,8,,0,,18.2,,0,,18.2,,,,20,,42,
-79.63,43.68,TORONTO INTL A,6158731,10/17/2019,2019,10,17,,8.7,,6.6,,7.7,,10.3,,0,,0,T,0,,0,T,,,33,,68,
-79.63,43.68,TORONTO INTL A,6158731,10/18/2019,2019,10,18,,11.6,,3,,7.3,,10.7,,0,,0,,0,,0,,,,33,,45,
-79.63,43.68,TORONTO INTL A,6158731,10/19/2019,2019,10,19,,11.8,,1.3,,6.6,,11.4,,0,,0,,0,,0,,,,16,,37,
-79.63,43.68,TORONTO INTL A,6158731,10/20/2019,2019,10,20,,16.3,,4.8,,10.6,,7.4,,0,,0,T,0,,0,T,,,16,,32,
-79.63,43.68,TORONTO INTL A,6158731,10/21/2019,2019,10,21,,15.8,,5.4,,10.6,,7.4,,0,,1.4,,0,,1.4,,,,8,,61,
-79.63,43.68,TORONTO INTL A,6158731,10/22/2019,2019,10,22,,17.3,,8.5,,12.9,,5.1,,0,,10.6,,0,,10.6,,,,16,,58,
-79.63,43.68,TORONTO INTL A,6158731,10/23/2019,2019,10,23,,13.9,,6.8,,10.4,,7.6,,0,,0,,0,,0,,,,23,,54,
-79.63,43.68,TORONTO INTL A,6158731,10/24/2019,2019,10,24,,14.4,,3.8,,9.1,,8.9,,0,,0.6,,0,,0.6,,,,18,,42,
-79.63,43.68,TORONTO INTL A,6158731,10/25/2019,2019,10,25,,11.7,,4.1,,7.9,,10.1,,0,,0,,0,,0,,,,16,,35,
-79.63,43.68,TORONTO INTL A,6158731,10/26/2019,2019,10,26,,10.3,,1.2,,5.8,,12.2,,0,,9.2,,0,,9.2,,,,8,,50,
-79.63,43.68,TORONTO INTL A,6158731,10/27/2019,2019,10,27,,13.3,,7.1,,10.2,,7.8,,0,,25.8,,0,,25.8,,,,27,,67,
-79.63,43.68,TORONTO INTL A,6158731,10/28/2019,2019,10,28,,16.2,,4.6,,10.4,,7.6,,0,,0,,0,,0,,,,16,,39,
-79.63,43.68,TORONTO INTL A,6158731,10/29/2019,2019,10,29,,17.2,,5.2,,11.2,,6.8,,0,,0,,0,,0,,,,21,,32,
-79.63,43.68,TORONTO INTL A,6158731,10/30/2019,2019,10,30,,9.2,,6.2,,7.7,,10.3,,0,,20.6,,0,,20.6,,,,5,,37,
-79.63,43.68,TORONTO INTL A,6158731,10/31/2019,2019,10,31,,10.6,,4,,7.3,,10.7,,0,,18.8,,0,,18.8,,,,18,,89,
-79.63,43.68,TORONTO INTL A,6158731,11/1/2019,2019,11,1,,5,,1.6,,3.3,,14.7,,0,,0,,0,T,0,T,,,27,,84,
-79.63,43.68,TORONTO INTL A,6158731,11/2/2019,2019,11,2,,7.2,,0.8,,4,,14,,0,,0.4,,0,,0.4,,,,18,,52,
-79.63,43.68,TORONTO INTL A,6158731,11/3/2019,2019,11,3,,6.5,,0.6,,3.6,,14.4,,0,,0,,0,,0,,,,28,,48,
-79.63,43.68,TORONTO INTL A,6158731,11/4/2019,2019,11,4,,12.3,,2.3,,7.3,,10.7,,0,,1,,0,,1,,,,20,,61,
-79.63,43.68,TORONTO INTL A,6158731,11/5/2019,2019,11,5,,9.2,,-0.2,,4.5,,13.5,,0,,0,,0,,0,,,,28,,52,
-79.63,43.68,TORONTO INTL A,6158731,11/6/2019,2019,11,6,,5.2,,-2.5,,1.4,,16.6,,0,,0.2,,0.4,,0.6,,,,28,,42,
-79.63,43.68,TORONTO INTL A,6158731,11/7/2019,2019,11,7,,2.6,,-3,,-0.2,,18.2,,0,,1.6,,2,,3.6,,1,,33,,32,
-79.63,43.68,TORONTO INTL A,6158731,11/8/2019,2019,11,8,,0.6,,-5.8,,-2.6,,20.6,,0,,0,,0,,0,,0,T,,,,M
-79.63,43.68,TORONTO INTL A,6158731,11/9/2019,2019,11,9,,3.3,,-4.1,,-0.4,,18.4,,0,,0,,0,,0,,0,T,20,,50,
-79.63,43.68,TORONTO INTL A,6158731,11/10/2019,2019,11,10,,7.4,,-1.2,,3.1,,14.9,,0,,0.4,,0.2,,0.6,,0,T,27,,45,
-79.63,43.68,TORONTO INTL A,6158731,11/11/2019,2019,11,11,,-1,,-6.8,,-3.9,,21.9,,0,,0,,13.6,,12.2,,0,T,7,,45,
-79.63,43.68,TORONTO INTL A,6158731,11/12/2019,2019,11,12,,-4.7,,-10.4,,-7.6,,25.6,,0,,0,,0.2,,0.2,,13,,33,,45,
-79.63,43.68,TORONTO INTL A,6158731,11/13/2019,2019,11,13,,-1.7,,-13.9,,-7.8,,25.8,,0,,0,,2,,1.8,,13,,16,,35,
-79.63,43.68,TORONTO INTL A,6158731,11/14/2019,2019,11,14,,0.5,,-2.5,,-1,,19,,0,,0,,0.4,,0.4,,14,,20,,41,
-79.63,43.68,TORONTO INTL A,6158731,11/15/2019,2019,11,15,,3,,-6.2,,-1.6,,19.6,,0,,0,,0,T,0,T,12,,24,,46,
-79.63,43.68,TORONTO INTL A,6158731,11/16/2019,2019,11,16,,-3.4,,-10.1,,-6.8,,24.8,,0,,0,,0,T,0,T,8,,7,,42,
-79.63,43.68,TORONTO INTL A,6158731,11/17/2019,2019,11,17,,2.2,,-6.8,,-2.3,,20.3,,0,,0,,0,,0,,8,,7,,33,
-79.63,43.68,TORONTO INTL A,6158731,11/18/2019,2019,11,18,,2.4,,-1.5,,0.5,,17.5,,0,,8.8,,0.4,,9.2,,2,,8,,32,
-79.63,43.68,TORONTO INTL A,6158731,11/19/2019,2019,11,19,,3.6,,1,,2.3,,15.7,,0,,0.2,,0,,0.2,,1,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,11/20/2019,2019,11,20,,8.6,,-1.3,,3.7,,14.3,,0,,0,,0,,0,,0,T,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,11/21/2019,2019,11,21,,10.6,,-1,,4.8,,13.2,,0,,4.2,,0,,4.2,,,,19,,46,
-79.63,43.68,TORONTO INTL A,6158731,11/22/2019,2019,11,22,,10.4,,-2.6,,3.9,,14.1,,0,,0,T,0,,0,T,,,27,,65,
-79.63,43.68,TORONTO INTL A,6158731,11/23/2019,2019,11,23,,6.1,,-2.6,,1.8,,16.2,,0,,0,,0,,0,,,,21,,45,
-79.63,43.68,TORONTO INTL A,6158731,11/24/2019,2019,11,24,,6.6,,-3.2,,1.7,,16.3,,0,,0,,0,,0,,,,20,,35,
-79.63,43.68,TORONTO INTL A,6158731,11/25/2019,2019,11,25,,8.1,,1.4,,4.8,,13.2,,0,,0,,0,,0,,,,18,,32,
-79.63,43.68,TORONTO INTL A,6158731,11/26/2019,2019,11,26,,10.9,,1.9,,6.4,,11.6,,0,,0,,0,,0,,,,9,,39,
-79.63,43.68,TORONTO INTL A,6158731,11/27/2019,2019,11,27,,10,,4.2,,7.1,,10.9,,0,,6.4,,0,,6.4,,,,9,,65,
-79.63,43.68,TORONTO INTL A,6158731,11/28/2019,2019,11,28,,6,,-3,,1.5,,16.5,,0,,0,,0,T,0,T,,,32,,65,
-79.63,43.68,TORONTO INTL A,6158731,11/29/2019,2019,11,29,,-0.6,,-3.6,,-2.1,,20.1,,0,,0,,0,T,0,T,,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,11/30/2019,2019,11,30,,-1.2,,-4.2,,-2.7,,20.7,,0,,0,,0,,0,,,,9,,48,
-79.63,43.68,TORONTO INTL A,6158731,12/1/2019,2019,12,1,,-0.7,,-4.2,,-2.5,,20.5,,0,,2,,3,,11.4,,1,E,7,,74,
-79.63,43.68,TORONTO INTL A,6158731,12/2/2019,2019,12,2,,-0.8,,-7.2,,-4,,22,,0,,0,,9.4,,6.2,,11,,4,,41,
-79.63,43.68,TORONTO INTL A,6158731,12/3/2019,2019,12,3,,1.1,,-9.6,,-4.3,,22.3,,0,,0,,0.6,,0.6,,12,,,,,M
-79.63,43.68,TORONTO INTL A,6158731,12/4/2019,2019,12,4,,2.8,,-0.3,,1.3,,16.7,,0,,0,,0,T,0,T,9,,31,,45,
-79.63,43.68,TORONTO INTL A,6158731,12/5/2019,2019,12,5,,0.8,,-2.5,,-0.9,,18.9,,0,,0,,0.4,,0.4,,4,,31,,59,
-79.63,43.68,TORONTO INTL A,6158731,12/6/2019,2019,12,6,,0.2,,-5.9,,-2.9,,20.9,,0,,0,,5.4,,5.4,,5,,32,,33,
-79.63,43.68,TORONTO INTL A,6158731,12/7/2019,2019,12,7,,-1.1,,-7.5,,-4.3,,22.3,,0,,0,,0,T,0,T,6,,31,,32,
-79.63,43.68,TORONTO INTL A,6158731,12/8/2019,2019,12,8,,6.6,,-3.2,,1.7,,16.3,,0,,0,,0,,0,,6,,18,,48,
-79.63,43.68,TORONTO INTL A,6158731,12/9/2019,2019,12,9,,10.2,,4.9,,7.6,,10.4,,0,,6,,0,,6,,2,,20,,41,
-79.63,43.68,TORONTO INTL A,6158731,12/10/2019,2019,12,10,,10.1,,-7.1,,1.5,,16.5,,0,,0.6,,0,T,0.6,,,,29,,65,
-79.63,43.68,TORONTO INTL A,6158731,12/11/2019,2019,12,11,,-2.6,,-8.7,,-5.7,,23.7,,0,,0,,0,T,0,T,,,28,,71,
-79.63,43.68,TORONTO INTL A,6158731,12/12/2019,2019,12,12,,-0.2,,-9.7,,-5,,23,,0,,0,,0,,0,,0,T,16,,37,
-79.63,43.68,TORONTO INTL A,6158731,12/13/2019,2019,12,13,,5.7,,-1.1,,2.3,,15.7,,0,,0,,0,,0,,,,16,,41,
-79.63,43.68,TORONTO INTL A,6158731,12/14/2019,2019,12,14,,2.7,,0.4,,1.6,,16.4,,0,,18,,2.6,,20.2,,1,E,28,,52,
-79.63,43.68,TORONTO INTL A,6158731,12/15/2019,2019,12,15,,1.6,,-6.7,,-2.6,,20.6,,0,,0,,0,T,0,T,0,T,30,,63,
-79.63,43.68,TORONTO INTL A,6158731,12/16/2019,2019,12,16,,1.4,,-6,,-2.3,,20.3,,0,,0,,0,,0,,0,T,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,12/17/2019,2019,12,17,,1.8,,-4.2,,-1.2,,19.2,,0,,0,,0,T,0,T,0,T,32,,33,
-79.63,43.68,TORONTO INTL A,6158731,12/18/2019,2019,12,18,,-2.8,,-15.4,,-9.1,,27.1,,0,,0,,0.8,,0.8,,0,T,29,,50,
-79.63,43.68,TORONTO INTL A,6158731,12/19/2019,2019,12,19,,-6,,-16.7,,-11.4,,29.4,,0,,0,,5,,1.6,,0,T,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,12/20/2019,2019,12,20,,-3.9,,-10.8,,-7.4,,25.4,,0,,0,,0,,0,,4,,,M,,M
-79.63,43.68,TORONTO INTL A,6158731,12/21/2019,2019,12,21,,1.9,,-7.8,,-3,,21,,0,,0,,0,,0,,3,,16,,33,
-79.63,43.68,TORONTO INTL A,6158731,12/22/2019,2019,12,22,,7.2,,-1.1,,3.1,,14.9,,0,,0,,0,,0,,1,,17,,35,
-79.63,43.68,TORONTO INTL A,6158731,12/23/2019,2019,12,23,,9.2,,-0.3,,4.5,,13.5,,0,,0,,0,,0,,,,31,,39,
-79.63,43.68,TORONTO INTL A,6158731,12/24/2019,2019,12,24,,1.1,,-3.9,,-1.4,,19.4,,0,,0,,0,,0,,,,9,,42,
-79.63,43.68,TORONTO INTL A,6158731,12/25/2019,2019,12,25,,2.8,,-1.6,,0.6,,17.4,,0,,0,,0,,0,,,,,,,M
-79.63,43.68,TORONTO INTL A,6158731,12/26/2019,2019,12,26,,3.7,,1,,2.4,,15.6,,0,,0,T,0,,0,T,,,8,,42,
-79.63,43.68,TORONTO INTL A,6158731,12/27/2019,2019,12,27,,11.1,,2.6,,6.9,,11.1,,0,,0,,0,,0,,,,28,,48,
-79.63,43.68,TORONTO INTL A,6158731,12/28/2019,2019,12,28,,4.8,,1.1,,3,,15,,0,,0.2,,0,,0.2,,,,30,,32,
-79.63,43.68,TORONTO INTL A,6158731,12/29/2019,2019,12,29,,2,,0.1,,1.1,,16.9,,0,,7.8,,0,,7.8,,,,8,,55,
-79.63,43.68,TORONTO INTL A,6158731,12/30/2019,2019,12,30,,10.2,,1,,5.6,,12.4,,0,,8,,0,,8,,,,9,,80,
-79.63,43.68,TORONTO INTL A,6158731,12/31/2019,2019,12,31,,2.3,,-1.5,,0.4,,17.6,,0,,0,,2,,2,,1,E,27,,54,
